randomisation,base,threshold,bin_index,distance_bin,distance_left,distance_right,n_runs,n_runs_ge_threshold,E
60,T,5,3,100-200,100.0,200.0,173365,1520,0.008767628990857439
60,T,5,4,200-400,200.0,400.0,168267,1504,0.008938175637528451
60,T,5,5,400-800,400.0,800.0,98981,833,0.008415756559339672
60,T,5,6,800-1600,800.0,1600.0,35303,218,0.006175112596663173
60,T,5,7,1600+,1600.0,inf,15193,85,0.005594681761337458
60,T,10,0,0-25,0.0,25.0,88982,1,1.1238227956215864e-05
60,T,10,1,25-50,25.0,50.0,78579,0,0.0
60,T,10,2,50-100,50.0,100.0,129095,1,7.746233394012162e-06
60,T,10,3,100-200,100.0,200.0,173365,0,0.0
60,T,10,4,200-400,200.0,400.0,168267,0,0.0
60,T,10,5,400-800,400.0,800.0,98981,3,3.030884715248381e-05
60,T,10,6,800-1600,800.0,1600.0,35303,0,0.0
60,T,10,7,1600+,1600.0,inf,15193,0,0.0
60,T,15,0,0-25,0.0,25.0,88982,0,0.0
60,T,15,1,25-50,25.0,50.0,78579,0,0.0
60,T,15,2,50-100,50.0,100.0,129095,1,7.746233394012162e-06
60,T,15,3,100-200,100.0,200.0,173365,0,0.0
60,T,15,4,200-400,200.0,400.0,168267,0,0.0
60,T,15,5,400-800,400.0,800.0,98981,0,0.0
60,T,15,6,800-1600,800.0,1600.0,35303,0,0.0
60,T,15,7,1600+,1600.0,inf,15193,0,0.0
61,all,5,0,0-25,0.0,25.0,367683,2052,0.005580894411762306
61,all,5,1,25-50,25.0,50.0,325139,1629,0.005010164883326823
61,all,5,2,50-100,50.0,100.0,532067,2728,0.005127173833370609
61,all,5,3,100-200,100.0,200.0,714249,3600,0.005040259069316163
61,all,5,4,200-400,200.0,400.0,684127,3576,0.005227099646703024
61,all,5,5,400-800,400.0,800.0,383939,2138,0.005568592927522341
61,all,5,6,800-1600,800.0,1600.0,138263,744,0.005381049159934328
61,all,5,7,1600+,1600.0,inf,58461,367,0.006277689399770787
61,all,10,0,0-25,0.0,25.0,367683,1,2.719734118792547e-06
61,all,10,1,25-50,25.0,50.0,325139,3,9.226822989552161e-06
61,all,10,2,50-100,50.0,100.0,532067,4,7.517850195558078e-06
61,all,10,3,100-200,100.0,200.0,714249,5,7.00035981849467e-06
61,all,10,4,200-400,200.0,400.0,684127,6,8.770301420642658e-06
61,all,10,5,400-800,400.0,800.0,383939,4,1.0418321660472107e-05
61,all,10,6,800-1600,800.0,1600.0,138263,2,1.4465185913801956e-05
61,all,10,7,1600+,1600.0,inf,58461,2,3.421084141564462e-05
61,all,15,0,0-25,0.0,25.0,367683,1,2.719734118792547e-06
61,all,15,1,25-50,25.0,50.0,325139,1,3.0756076631840537e-06
61,all,15,2,50-100,50.0,100.0,532067,1,1.8794625488895195e-06
61,all,15,3,100-200,100.0,200.0,714249,0,0.0
61,all,15,4,200-400,200.0,400.0,684127,0,0.0
61,all,15,5,400-800,400.0,800.0,383939,0,0.0
61,all,15,6,800-1600,800.0,1600.0,138263,2,1.4465185913801956e-05
61,all,15,7,1600+,1600.0,inf,58461,1,1.710542070782231e-05
61,A,5,0,0-25,0.0,25.0,90122,929,0.01030824881826857
61,A,5,1,25-50,25.0,50.0,79573,756,0.009500710039837634
61,A,5,2,50-100,50.0,100.0,130733,1261,0.009645613578820956
61,A,5,3,100-200,100.0,200.0,176931,1588,0.008975250238793654
61,A,5,4,200-400,200.0,400.0,171536,1608,0.009374125547989927
61,A,5,5,400-800,400.0,800.0,99131,959,0.009674067647859903
61,A,5,6,800-1600,800.0,1600.0,37399,318,0.008502901147089494
61,A,5,7,1600+,1600.0,inf,16634,182,0.010941445232656007
61,A,10,0,0-25,0.0,25.0,90122,1,1.1096069772086727e-05
61,A,10,1,25-50,25.0,50.0,79573,0,0.0
61,A,10,2,50-100,50.0,100.0,130733,1,7.649178095813605e-06
61,A,10,3,100-200,100.0,200.0,176931,0,0.0
61,A,10,4,200-400,200.0,400.0,171536,1,5.829680067157914e-06
61,A,10,5,400-800,400.0,800.0,99131,0,0.0
61,A,10,6,800-1600,800.0,1600.0,37399,2,5.347736570496537e-05
61,A,10,7,1600+,1600.0,inf,16634,2,0.00012023566189731875
61,A,15,0,0-25,0.0,25.0,90122,1,1.1096069772086727e-05
61,A,15,1,25-50,25.0,50.0,79573,0,0.0
61,A,15,2,50-100,50.0,100.0,130733,1,7.649178095813605e-06
61,A,15,3,100-200,100.0,200.0,176931,0,0.0
61,A,15,4,200-400,200.0,400.0,171536,0,0.0
61,A,15,5,400-800,400.0,800.0,99131,0,0.0
61,A,15,6,800-1600,800.0,1600.0,37399,2,5.347736570496537e-05
61,A,15,7,1600+,1600.0,inf,16634,1,6.0117830948659375e-05
61,C,5,0,0-25,0.0,25.0,94366,123,0.0013034355594175868
61,C,5,1,25-50,25.0,50.0,83668,108,0.0012908160826122293
61,C,5,2,50-100,50.0,100.0,136107,160,0.0011755457103602312
61,C,5,3,100-200,100.0,200.0,181460,232,0.001278518681803152
61,C,5,4,200-400,200.0,400.0,171310,260,0.0015177164205241959
61,C,5,5,400-800,400.0,800.0,93911,199,0.002119027589952189
61,C,5,6,800-1600,800.0,1600.0,32356,113,0.0034923970824576587
61,C,5,7,1600+,1600.0,inf,12880,38,0.0029503105590062114
61,C,10,0,0-25,0.0,25.0,94366,0,0.0
61,C,10,1,25-50,25.0,50.0,83668,2,2.3904001529856096e-05
61,C,10,2,50-100,50.0,100.0,136107,3,2.2041482069254335e-05
61,C,10,3,100-200,100.0,200.0,181460,4,2.2043425548330212e-05
61,C,10,4,200-400,200.0,400.0,171310,4,2.334948339267994e-05
61,C,10,5,400-800,400.0,800.0,93911,2,2.1296759698011947e-05
61,C,10,6,800-1600,800.0,1600.0,32356,0,0.0
61,C,10,7,1600+,1600.0,inf,12880,0,0.0
61,C,15,0,0-25,0.0,25.0,94366,0,0.0
61,C,15,1,25-50,25.0,50.0,83668,0,0.0
61,C,15,2,50-100,50.0,100.0,136107,0,0.0
61,C,15,3,100-200,100.0,200.0,181460,0,0.0
61,C,15,4,200-400,200.0,400.0,171310,0,0.0
61,C,15,5,400-800,400.0,800.0,93911,0,0.0
61,C,15,6,800-1600,800.0,1600.0,32356,0,0.0
61,C,15,7,1600+,1600.0,inf,12880,0,0.0
61,G,5,0,0-25,0.0,25.0,94097,100,0.0010627331370819473
61,G,5,1,25-50,25.0,50.0,83414,87,0.0010429903853070228
61,G,5,2,50-100,50.0,100.0,136086,168,0.0012345134694237469
61,G,5,3,100-200,100.0,200.0,181646,238,0.0013102407980357398
61,G,5,4,200-400,200.0,400.0,172060,219,0.0012728118098337788
61,G,5,5,400-800,400.0,800.0,94206,157,0.001666560516315309
61,G,5,6,800-1600,800.0,1600.0,33049,80,0.0024206481285364155
61,G,5,7,1600+,1600.0,inf,13488,34,0.0025207591933570582
61,G,10,0,0-25,0.0,25.0,94097,0,0.0
61,G,10,1,25-50,25.0,50.0,83414,0,0.0
61,G,10,2,50-100,50.0,100.0,136086,0,0.0
61,G,10,3,100-200,100.0,200.0,181646,0,0.0
61,G,10,4,200-400,200.0,400.0,172060,0,0.0
61,G,10,5,400-800,400.0,800.0,94206,0,0.0
61,G,10,6,800-1600,800.0,1600.0,33049,0,0.0
61,G,10,7,1600+,1600.0,inf,13488,0,0.0
61,G,15,0,0-25,0.0,25.0,94097,0,0.0
61,G,15,1,25-50,25.0,50.0,83414,0,0.0
61,G,15,2,50-100,50.0,100.0,136086,0,0.0
61,G,15,3,100-200,100.0,200.0,181646,0,0.0
61,G,15,4,200-400,200.0,400.0,172060,0,0.0
61,G,15,5,400-800,400.0,800.0,94206,0,0.0
61,G,15,6,800-1600,800.0,1600.0,33049,0,0.0
61,G,15,7,1600+,1600.0,inf,13488,0,0.0
61,T,5,0,0-25,0.0,25.0,89098,900,0.010101236840333117
61,T,5,1,25-50,25.0,50.0,78484,678,0.00863870342999847
61,T,5,2,50-100,50.0,100.0,129141,1139,0.0088198170991397
61,T,5,3,100-200,100.0,200.0,174212,1542,0.008851284641700916
61,T,5,4,200-400,200.0,400.0,169221,1489,0.008799144314239959
61,T,5,5,400-800,400.0,800.0,96691,823,0.008511650515559877
61,T,5,6,800-1600,800.0,1600.0,35459,233,0.006570969288474012
61,T,5,7,1600+,1600.0,inf,15459,113,0.0073096578045151695
61,T,10,0,0-25,0.0,25.0,89098,0,0.0
61,T,10,1,25-50,25.0,50.0,78484,1,1.2741450486723409e-05
61,T,10,2,50-100,50.0,100.0,129141,0,0.0
61,T,10,3,100-200,100.0,200.0,174212,1,5.740132711868299e-06
61,T,10,4,200-400,200.0,400.0,169221,1,5.909432044486205e-06
61,T,10,5,400-800,400.0,800.0,96691,2,2.068444839747236e-05
61,T,10,6,800-1600,800.0,1600.0,35459,0,0.0
61,T,10,7,1600+,1600.0,inf,15459,0,0.0
61,T,15,0,0-25,0.0,25.0,89098,0,0.0
61,T,15,1,25-50,25.0,50.0,78484,1,1.2741450486723409e-05
61,T,15,2,50-100,50.0,100.0,129141,0,0.0
61,T,15,3,100-200,100.0,200.0,174212,0,0.0
61,T,15,4,200-400,200.0,400.0,169221,0,0.0
61,T,15,5,400-800,400.0,800.0,96691,0,0.0
61,T,15,6,800-1600,800.0,1600.0,35459,0,0.0
61,T,15,7,1600+,1600.0,inf,15459,0,0.0
62,all,5,0,0-25,0.0,25.0,367374,2007,0.005463097551813683
62,all,5,1,25-50,25.0,50.0,325468,1624,0.004989737854412723
62,all,5,2,50-100,50.0,100.0,530104,2807,0.005295187359461539
62,all,5,3,100-200,100.0,200.0,711118,3672,0.005163699976656476
62,all,5,4,200-400,200.0,400.0,680610,3629,0.005331981604736928
62,all,5,5,400-800,400.0,800.0,395188,2048,0.00518234359342895
62,all,5,6,800-1600,800.0,1600.0,138837,769,0.005538869321578542
62,all,5,7,1600+,1600.0,inf,55229,278,0.005033587426895291
62,all,10,0,0-25,0.0,25.0,367374,2,5.444043399913984e-06
62,all,10,1,25-50,25.0,50.0,325468,2,6.144997357651136e-06
62,all,10,2,50-100,50.0,100.0,530104,4,7.545689147789868e-06
62,all,10,3,100-200,100.0,200.0,711118,5,7.031181885425485e-06
62,all,10,4,200-400,200.0,400.0,680610,5,7.34635106742481e-06
62,all,10,5,400-800,400.0,800.0,395188,3,7.591323623186939e-06
62,all,10,6,800-1600,800.0,1600.0,138837,3,2.160807277598911e-05
62,all,10,7,1600+,1600.0,inf,55229,3,5.431928877944558e-05
62,all,15,0,0-25,0.0,25.0,367374,0,0.0
62,all,15,1,25-50,25.0,50.0,325468,0,0.0
62,all,15,2,50-100,50.0,100.0,530104,0,0.0
62,all,15,3,100-200,100.0,200.0,711118,2,2.812472754170194e-06
62,all,15,4,200-400,200.0,400.0,680610,1,1.469270213484962e-06
62,all,15,5,400-800,400.0,800.0,395188,0,0.0
62,all,15,6,800-1600,800.0,1600.0,138837,1,7.202690925329703e-06
62,all,15,7,1600+,1600.0,inf,55229,2,3.621285918629705e-05
62,A,5,0,0-25,0.0,25.0,90201,883,0.00978924845622554
62,A,5,1,25-50,25.0,50.0,79520,733,0.009217806841046278
62,A,5,2,50-100,50.0,100.0,130811,1310,0.010014448326211099
62,A,5,3,100-200,100.0,200.0,176143,1665,0.009452547078226214
62,A,5,4,200-400,200.0,400.0,170514,1618,0.009488956918493496
62,A,5,5,400-800,400.0,800.0,102021,907,0.008890326501406573
62,A,5,6,800-1600,800.0,1600.0,37667,354,0.009398146919053814
62,A,5,7,1600+,1600.0,inf,15182,131,0.008628639177973917
62,A,10,0,0-25,0.0,25.0,90201,1,1.1086351592554406e-05
62,A,10,1,25-50,25.0,50.0,79520,0,0.0
62,A,10,2,50-100,50.0,100.0,130811,0,0.0
62,A,10,3,100-200,100.0,200.0,176143,2,1.1354410904776234e-05
62,A,10,4,200-400,200.0,400.0,170514,1,5.86462108683158e-06
62,A,10,5,400-800,400.0,800.0,102021,0,0.0
62,A,10,6,800-1600,800.0,1600.0,37667,1,2.65484376244458e-05
62,A,10,7,1600+,1600.0,inf,15182,2,0.00013173494928204451
62,A,15,0,0-25,0.0,25.0,90201,0,0.0
62,A,15,1,25-50,25.0,50.0,79520,0,0.0
62,A,15,2,50-100,50.0,100.0,130811,0,0.0
62,A,15,3,100-200,100.0,200.0,176143,1,5.677205452388117e-06
62,A,15,4,200-400,200.0,400.0,170514,1,5.86462108683158e-06
62,A,15,5,400-800,400.0,800.0,102021,0,0.0
62,A,15,6,800-1600,800.0,1600.0,37667,1,2.65484376244458e-05
62,A,15,7,1600+,1600.0,inf,15182,2,0.00013173494928204451
62,C,5,0,0-25,0.0,25.0,94060,117,0.0012438868807144376
62,C,5,1,25-50,25.0,50.0,83533,110,0.0013168448397639257
62,C,5,2,50-100,50.0,100.0,135354,154,0.001137757288295876
62,C,5,3,100-200,100.0,200.0,180634,259,0.0014338385907414993
62,C,5,4,200-400,200.0,400.0,170693,272,0.0015935041272928591
62,C,5,5,400-800,400.0,800.0,96562,185,0.0019158675255276402
62,C,5,6,800-1600,800.0,1600.0,32494,106,0.0032621407028989966
62,C,5,7,1600+,1600.0,inf,12728,30,0.002357008170961659
62,C,10,0,0-25,0.0,25.0,94060,1,1.0631511800978099e-05
62,C,10,1,25-50,25.0,50.0,83533,2,2.3942633450253194e-05
62,C,10,2,50-100,50.0,100.0,135354,3,2.216410301875083e-05
62,C,10,3,100-200,100.0,200.0,180634,1,5.536056334909264e-06
62,C,10,4,200-400,200.0,400.0,170693,3,1.757541316867124e-05
62,C,10,5,400-800,400.0,800.0,96562,3,3.1068122035583354e-05
62,C,10,6,800-1600,800.0,1600.0,32494,1,3.077491229149997e-05
62,C,10,7,1600+,1600.0,inf,12728,1,7.856693903205531e-05
62,C,15,0,0-25,0.0,25.0,94060,0,0.0
62,C,15,1,25-50,25.0,50.0,83533,0,0.0
62,C,15,2,50-100,50.0,100.0,135354,0,0.0
62,C,15,3,100-200,100.0,200.0,180634,0,0.0
62,C,15,4,200-400,200.0,400.0,170693,0,0.0
62,C,15,5,400-800,400.0,800.0,96562,0,0.0
62,C,15,6,800-1600,800.0,1600.0,32494,0,0.0
62,C,15,7,1600+,1600.0,inf,12728,0,0.0
62,G,5,0,0-25,0.0,25.0,93894,115,0.001224785396297953
62,G,5,1,25-50,25.0,50.0,83503,84,0.0010059518819683126
62,G,5,2,50-100,50.0,100.0,135400,137,0.0010118168389955688
62,G,5,3,100-200,100.0,200.0,180734,192,0.0010623347018269944
62,G,5,4,200-400,200.0,400.0,171338,244,0.001424085725291529
62,G,5,5,400-800,400.0,800.0,96913,176,0.001816061828650439
62,G,5,6,800-1600,800.0,1600.0,33079,100,0.003023065993530639
62,G,5,7,1600+,1600.0,inf,13185,35,0.0026545316647705727
62,G,10,0,0-25,0.0,25.0,93894,0,0.0
62,G,10,1,25-50,25.0,50.0,83503,0,0.0
62,G,10,2,50-100,50.0,100.0,135400,0,0.0
62,G,10,3,100-200,100.0,200.0,180734,0,0.0
62,G,10,4,200-400,200.0,400.0,171338,0,0.0
62,G,10,5,400-800,400.0,800.0,96913,0,0.0
62,G,10,6,800-1600,800.0,1600.0,33079,0,0.0
62,G,10,7,1600+,1600.0,inf,13185,0,0.0
62,G,15,0,0-25,0.0,25.0,93894,0,0.0
62,G,15,1,25-50,25.0,50.0,83503,0,0.0
62,G,15,2,50-100,50.0,100.0,135400,0,0.0
62,G,15,3,100-200,100.0,200.0,180734,0,0.0
62,G,15,4,200-400,200.0,400.0,171338,0,0.0
62,G,15,5,400-800,400.0,800.0,96913,0,0.0
62,G,15,6,800-1600,800.0,1600.0,33079,0,0.0
62,G,15,7,1600+,1600.0,inf,13185,0,0.0
62,T,5,0,0-25,0.0,25.0,89219,892,0.009997870408769432
62,T,5,1,25-50,25.0,50.0,78912,697,0.008832623682076237
62,T,5,2,50-100,50.0,100.0,128539,1206,0.00938236644131353
62,T,5,3,100-200,100.0,200.0,173607,1556,0.008962772238446607
62,T,5,4,200-400,200.0,400.0,168065,1495,0.008895367863624193
62,T,5,5,400-800,400.0,800.0,99692,780,0.007824098222525378
62,T,5,6,800-1600,800.0,1600.0,35597,209,0.005871281287748968
62,T,5,7,1600+,1600.0,inf,14134,82,0.005801613131456064
62,T,10,0,0-25,0.0,25.0,89219,0,0.0
62,T,10,1,25-50,25.0,50.0,78912,0,0.0
62,T,10,2,50-100,50.0,100.0,128539,1,7.779740001089163e-06
62,T,10,3,100-200,100.0,200.0,173607,2,1.1520272800059906e-05
62,T,10,4,200-400,200.0,400.0,168065,1,5.9500788385446105e-06
62,T,10,5,400-800,400.0,800.0,99692,0,0.0
62,T,10,6,800-1600,800.0,1600.0,35597,1,2.8092254965306065e-05
62,T,10,7,1600+,1600.0,inf,14134,0,0.0
62,T,15,0,0-25,0.0,25.0,89219,0,0.0
62,T,15,1,25-50,25.0,50.0,78912,0,0.0
62,T,15,2,50-100,50.0,100.0,128539,0,0.0
62,T,15,3,100-200,100.0,200.0,173607,1,5.760136400029953e-06
62,T,15,4,200-400,200.0,400.0,168065,0,0.0
62,T,15,5,400-800,400.0,800.0,99692,0,0.0
62,T,15,6,800-1600,800.0,1600.0,35597,0,0.0
62,T,15,7,1600+,1600.0,inf,14134,0,0.0
63,all,5,0,0-25,0.0,25.0,366646,2002,0.005460307762801176
63,all,5,1,25-50,25.0,50.0,325356,1659,0.005099029985615756
63,all,5,2,50-100,50.0,100.0,528708,2691,0.005089765995596814
63,all,5,3,100-200,100.0,200.0,712231,3679,0.005165458959242156
63,all,5,4,200-400,200.0,400.0,682639,3666,0.005370334832905826
63,all,5,5,400-800,400.0,800.0,399319,2174,0.00544426886774734
63,all,5,6,800-1600,800.0,1600.0,143060,711,0.004969942681392423
63,all,5,7,1600+,1600.0,inf,45969,252,0.00548195523069895
63,all,10,0,0-25,0.0,25.0,366646,4,1.090970581978257e-05
63,all,10,1,25-50,25.0,50.0,325356,2,6.147112701164263e-06
63,all,10,2,50-100,50.0,100.0,528708,2,3.7828063884034286e-06
63,all,10,3,100-200,100.0,200.0,712231,1,1.404038858179439e-06
63,all,10,4,200-400,200.0,400.0,682639,5,7.324515593161246e-06
63,all,10,5,400-800,400.0,800.0,399319,4,1.0017054034493726e-05
63,all,10,6,800-1600,800.0,1600.0,143060,7,4.893051866349783e-05
63,all,10,7,1600+,1600.0,inf,45969,2,4.3507581196023405e-05
63,all,15,0,0-25,0.0,25.0,366646,1,2.7274264549456424e-06
63,all,15,1,25-50,25.0,50.0,325356,0,0.0
63,all,15,2,50-100,50.0,100.0,528708,0,0.0
63,all,15,3,100-200,100.0,200.0,712231,0,0.0
63,all,15,4,200-400,200.0,400.0,682639,2,2.9298062372644987e-06
63,all,15,5,400-800,400.0,800.0,399319,1,2.5042635086234316e-06
63,all,15,6,800-1600,800.0,1600.0,143060,1,6.990074094785405e-06
63,all,15,7,1600+,1600.0,inf,45969,1,2.1753790598011703e-05
63,A,5,0,0-25,0.0,25.0,89779,936,0.010425600641575425
63,A,5,1,25-50,25.0,50.0,79760,723,0.00906469408224674
63,A,5,2,50-100,50.0,100.0,130209,1227,0.009423311752643826
63,A,5,3,100-200,100.0,200.0,176587,1674,0.009479746527207553
63,A,5,4,200-400,200.0,400.0,171220,1655,0.009665926877701203
63,A,5,5,400-800,400.0,800.0,103510,964,0.009313109844459473
63,A,5,6,800-1600,800.0,1600.0,38307,310,0.00809251572819589
63,A,5,7,1600+,1600.0,inf,12687,112,0.008827934105777568
63,A,10,0,0-25,0.0,25.0,89779,1,1.1138462223905368e-05
63,A,10,1,25-50,25.0,50.0,79760,0,0.0
63,A,10,2,50-100,50.0,100.0,130209,0,0.0
63,A,10,3,100-200,100.0,200.0,176587,0,0.0
63,A,10,4,200-400,200.0,400.0,171220,3,1.7521317603083753e-05
63,A,10,5,400-800,400.0,800.0,103510,1,9.660902328277461e-06
63,A,10,6,800-1600,800.0,1600.0,38307,1,2.6104889445793198e-05
63,A,10,7,1600+,1600.0,inf,12687,1,7.882084023015685e-05
63,A,15,0,0-25,0.0,25.0,89779,1,1.1138462223905368e-05
63,A,15,1,25-50,25.0,50.0,79760,0,0.0
63,A,15,2,50-100,50.0,100.0,130209,0,0.0
63,A,15,3,100-200,100.0,200.0,176587,0,0.0
63,A,15,4,200-400,200.0,400.0,171220,2,1.1680878402055835e-05
63,A,15,5,400-800,400.0,800.0,103510,0,0.0
63,A,15,6,800-1600,800.0,1600.0,38307,1,2.6104889445793198e-05
63,A,15,7,1600+,1600.0,inf,12687,1,7.882084023015685e-05
63,C,5,0,0-25,0.0,25.0,94304,112,0.0011876484560570072
63,C,5,1,25-50,25.0,50.0,83177,94,0.0011301201053175757
63,C,5,2,50-100,50.0,100.0,134676,159,0.0011806112447652142
63,C,5,3,100-200,100.0,200.0,181493,241,0.0013278749042662803
63,C,5,4,200-400,200.0,400.0,170921,274,0.0016030797853979323
63,C,5,5,400-800,400.0,800.0,97176,199,0.0020478307401004363
63,C,5,6,800-1600,800.0,1600.0,33846,112,0.0033091059504815933
63,C,5,7,1600+,1600.0,inf,10465,42,0.004013377926421404
63,C,10,0,0-25,0.0,25.0,94304,2,2.120800814387513e-05
63,C,10,1,25-50,25.0,50.0,83177,1,1.2022554311889103e-05
63,C,10,2,50-100,50.0,100.0,134676,1,7.425227954498203e-06
63,C,10,3,100-200,100.0,200.0,181493,1,5.509854374548881e-06
63,C,10,4,200-400,200.0,400.0,170921,2,1.170131230217469e-05
63,C,10,5,400-800,400.0,800.0,97176,2,2.0581213468346093e-05
63,C,10,6,800-1600,800.0,1600.0,33846,5,0.00014772794421792827
63,C,10,7,1600+,1600.0,inf,10465,1,9.555661729574773e-05
63,C,15,0,0-25,0.0,25.0,94304,0,0.0
63,C,15,1,25-50,25.0,50.0,83177,0,0.0
63,C,15,2,50-100,50.0,100.0,134676,0,0.0
63,C,15,3,100-200,100.0,200.0,181493,0,0.0
63,C,15,4,200-400,200.0,400.0,170921,0,0.0
63,C,15,5,400-800,400.0,800.0,97176,0,0.0
63,C,15,6,800-1600,800.0,1600.0,33846,0,0.0
63,C,15,7,1600+,1600.0,inf,10465,0,0.0
63,G,5,0,0-25,0.0,25.0,94026,102,0.0010848063301639973
63,G,5,1,25-50,25.0,50.0,83551,90,0.0010771863891515362
63,G,5,2,50-100,50.0,100.0,135485,154,0.001136657194523379
63,G,5,3,100-200,100.0,200.0,180786,198,0.001095217550031529
63,G,5,4,200-400,200.0,400.0,171367,233,0.0013596550094242181
63,G,5,5,400-800,400.0,800.0,97865,189,0.001931231798906657
63,G,5,6,800-1600,800.0,1600.0,34047,87,0.0025552912150850295
63,G,5,7,1600+,1600.0,inf,10919,30,0.002747504350215221
63,G,10,0,0-25,0.0,25.0,94026,0,0.0
63,G,10,1,25-50,25.0,50.0,83551,0,0.0
63,G,10,2,50-100,50.0,100.0,135485,0,0.0
63,G,10,3,100-200,100.0,200.0,180786,0,0.0
63,G,10,4,200-400,200.0,400.0,171367,0,0.0
63,G,10,5,400-800,400.0,800.0,97865,0,0.0
63,G,10,6,800-1600,800.0,1600.0,34047,0,0.0
63,G,10,7,1600+,1600.0,inf,10919,0,0.0
63,G,15,0,0-25,0.0,25.0,94026,0,0.0
63,G,15,1,25-50,25.0,50.0,83551,0,0.0
63,G,15,2,50-100,50.0,100.0,135485,0,0.0
63,G,15,3,100-200,100.0,200.0,180786,0,0.0
63,G,15,4,200-400,200.0,400.0,171367,0,0.0
63,G,15,5,400-800,400.0,800.0,97865,0,0.0
63,G,15,6,800-1600,800.0,1600.0,34047,0,0.0
63,G,15,7,1600+,1600.0,inf,10919,0,0.0
63,T,5,0,0-25,0.0,25.0,88537,852,0.009623095429029671
63,T,5,1,25-50,25.0,50.0,78868,752,0.009534919105340569
63,T,5,2,50-100,50.0,100.0,128338,1151,0.008968505041375118
63,T,5,3,100-200,100.0,200.0,173365,1566,0.009032965131370231
63,T,5,4,200-400,200.0,400.0,169131,1504,0.008892515269229177
63,T,5,5,400-800,400.0,800.0,100768,822,0.008157351540171482
63,T,5,6,800-1600,800.0,1600.0,36860,202,0.005480195333695062
63,T,5,7,1600+,1600.0,inf,11898,68,0.005715246259875609
63,T,10,0,0-25,0.0,25.0,88537,1,1.1294712944870506e-05
63,T,10,1,25-50,25.0,50.0,78868,1,1.267941370391033e-05
63,T,10,2,50-100,50.0,100.0,128338,1,7.791924449500537e-06
63,T,10,3,100-200,100.0,200.0,173365,0,0.0
63,T,10,4,200-400,200.0,400.0,169131,0,0.0
63,T,10,5,400-800,400.0,800.0,100768,1,9.92378532867577e-06
63,T,10,6,800-1600,800.0,1600.0,36860,1,2.712967986977754e-05
63,T,10,7,1600+,1600.0,inf,11898,0,0.0
63,T,15,0,0-25,0.0,25.0,88537,0,0.0
63,T,15,1,25-50,25.0,50.0,78868,0,0.0
63,T,15,2,50-100,50.0,100.0,128338,0,0.0
63,T,15,3,100-200,100.0,200.0,173365,0,0.0
63,T,15,4,200-400,200.0,400.0,169131,0,0.0
63,T,15,5,400-800,400.0,800.0,100768,1,9.92378532867577e-06
63,T,15,6,800-1600,800.0,1600.0,36860,0,0.0
63,T,15,7,1600+,1600.0,inf,11898,0,0.0
64,all,5,0,0-25,0.0,25.0,367573,1996,0.005430213862280418
64,all,5,1,25-50,25.0,50.0,325460,1672,0.005137344066859215
64,all,5,2,50-100,50.0,100.0,532545,2640,0.004957327549784525
64,all,5,3,100-200,100.0,200.0,718411,3821,0.005318682481198088
64,all,5,4,200-400,200.0,400.0,685759,3556,0.005185495195834105
64,all,5,5,400-800,400.0,800.0,389899,2140,0.005488600894077697
64,all,5,6,800-1600,800.0,1600.0,134871,726,0.005382921458282359
64,all,5,7,1600+,1600.0,inf,49410,283,0.005727585509006274
64,all,10,0,0-25,0.0,25.0,367573,4,1.0882192108778392e-05
64,all,10,1,25-50,25.0,50.0,325460,1,3.0725742026669942e-06
64,all,10,2,50-100,50.0,100.0,532545,2,3.755551174079186e-06
64,all,10,3,100-200,100.0,200.0,718411,5,6.959804345980226e-06
64,all,10,4,200-400,200.0,400.0,685759,9,1.3124144196430524e-05
64,all,10,5,400-800,400.0,800.0,389899,4,1.0259067091734013e-05
64,all,10,6,800-1600,800.0,1600.0,134871,0,0.0
64,all,10,7,1600+,1600.0,inf,49410,2,4.0477636106051404e-05
64,all,15,0,0-25,0.0,25.0,367573,2,5.441096054389196e-06
64,all,15,1,25-50,25.0,50.0,325460,0,0.0
64,all,15,2,50-100,50.0,100.0,532545,0,0.0
64,all,15,3,100-200,100.0,200.0,718411,0,0.0
64,all,15,4,200-400,200.0,400.0,685759,3,4.374714732143508e-06
64,all,15,5,400-800,400.0,800.0,389899,0,0.0
64,all,15,6,800-1600,800.0,1600.0,134871,0,0.0
64,all,15,7,1600+,1600.0,inf,49410,1,2.0238818053025702e-05
64,A,5,0,0-25,0.0,25.0,90243,904,0.01001739747127201
64,A,5,1,25-50,25.0,50.0,79334,759,0.009567146494567273
64,A,5,2,50-100,50.0,100.0,130973,1204,0.009192734380368472
64,A,5,3,100-200,100.0,200.0,177847,1742,0.009794936096757325
64,A,5,4,200-400,200.0,400.0,171507,1592,0.009282419959535179
64,A,5,5,400-800,400.0,800.0,101322,940,0.009277353388207892
64,A,5,6,800-1600,800.0,1600.0,36761,323,0.008786485677756318
64,A,5,7,1600+,1600.0,inf,14072,137,0.00973564525298465
64,A,10,0,0-25,0.0,25.0,90243,2,2.2162383786000022e-05
64,A,10,1,25-50,25.0,50.0,79334,0,0.0
64,A,10,2,50-100,50.0,100.0,130973,0,0.0
64,A,10,3,100-200,100.0,200.0,177847,1,5.622810618115572e-06
64,A,10,4,200-400,200.0,400.0,171507,3,1.7491997411184382e-05
64,A,10,5,400-800,400.0,800.0,101322,0,0.0
64,A,10,6,800-1600,800.0,1600.0,36761,0,0.0
